Year,Regio's,Installaties,Opgesteld vermogen omvormers,Opgesteld vermogen van zonnepanelen,Productie van zonnestroom
2021 ,'s-Gravenhage (gemeente),17989.0,,77435.0,
2021 ,'s-Hertogenbosch,13883.0,,103745.0,
2021 ,Aa en Hunze,4392.0,,33382.0,
2021 ,Aalsmeer,3093.0,,34473.0,
2021 ,Aalten,3346.0,,33100.0,
2021 ,Achtkarspelen,3158.0,,34398.0,
2021 ,Alblasserdam,1234.0,,7721.0,
2021 ,Albrandswaard,2126.0,,14970.0,
2021 ,Alkmaar,11538.0,,59943.0,
2021 ,Almelo,5894.0,,97637.0,
2021 ,Almere,18703.0,,124139.0,
2021 ,Alphen aan den Rijn,12559.0,,69882.0,
2021 ,Alphen-Chaam,1145.0,,13716.0,
2021 ,Altena,5952.0,,50993.0,
2021 ,Ameland,483.0,,8761.0,
2021 ,Amersfoort,18074.0,,80978.0,
2021 ,Amstelveen,5683.0,,28643.0,
2021 ,Amsterdam,24429.0,,160576.0,
2021 ,Apeldoorn,18507.0,,138371.0,
2021 ,Arnhem,10789.0,,61514.0,
2021 ,Assen,10164.0,,55032.0,
2021 ,Asten,2215.0,,32788.0,
2021 ,Baarle-Nassau,702.0,,13912.0,
2021 ,Baarn,2260.0,,9571.0,
2021 ,Barendrecht,4506.0,,28640.0,
2021 ,Barneveld,6224.0,,73376.0,
2021 ,Beek (L.),2522.0,,13513.0,
2021 ,Beekdaelen,5458.0,,31614.0,
2021 ,Beemster,1436.0,,9902.0,
2021 ,Beesel,1856.0,,10538.0,
2021 ,Berg en Dal,3945.0,,21385.0,
2021 ,Bergeijk,2553.0,,30457.0,
2021 ,Bergen (L.),1819.0,,15073.0,
2021 ,Bergen (NH.),5095.0,,23247.0,
2021 ,Bergen op Zoom,7642.0,,43476.0,
2021 ,Berkelland,5485.0,,66076.0,
2021 ,Bernheze,4202.0,,45510.0,
2021 ,Best,4350.0,,36782.0,
2021 ,Beuningen,3040.0,,26356.0,
2021 ,Beverwijk,3620.0,,13748.0,
2021 ,Bladel,2651.0,,35120.0,
2021 ,Blaricum,971.0,,4197.0,
2021 ,Bloemendaal,1545.0,,7457.0,
2021 ,Bodegraven-Reeuwijk,4083.0,,28457.0,
2021 ,Boekel,1518.0,,31202.0,
2021 ,Borger-Odoorn,4195.0,,193712.0,
2021 ,Borne,3157.0,,16683.0,
2021 ,Borsele,3840.0,,105402.0,
2021 ,Boxmeer,3894.0,,40631.0,
2021 ,Boxtel,4029.0,,26149.0,
2021 ,Breda,11910.0,,121128.0,
2021 ,Brielle,1609.0,,9226.0,
2021 ,Bronckhorst,4777.0,,41861.0,
2021 ,Brummen,3343.0,,26801.0,
2021 ,Brunssum,3022.0,,12938.0,
2021 ,Bunnik,2276.0,,14017.0,
2021 ,Bunschoten,2011.0,,25074.0,
2021 ,Buren,3267.0,,28558.0,
2021 ,Capelle aan den IJssel,3206.0,,14466.0,
2021 ,Castricum,6025.0,,21147.0,
2021 ,Coevorden,6082.0,,93650.0,
2021 ,Cranendonck,2912.0,,70314.0,
2021 ,Cuijk,3403.0,,28252.0,
2021 ,Culemborg,3601.0,,19651.0,
2021 ,Dalfsen,5170.0,,41657.0,
2021 ,Dantumadiel,3371.0,,17451.0,
2021 ,De Bilt,3152.0,,17479.0,
2021 ,De Fryske Marren,8268.0,,68494.0,
2021 ,De Ronde Venen,5947.0,,26460.0,
2021 ,De Wolden,4552.0,,27245.0,
2021 ,Delft,5722.0,,23619.0,
2021 ,Den Helder,7104.0,,63654.0,
2021 ,Deurne,3737.0,,51277.0,
2021 ,Deventer,9609.0,,55851.0,
2021 ,Diemen,2173.0,,9893.0,
2021 ,Dinkelland,3526.0,,36519.0,
2021 ,Doesburg,1076.0,,5347.0,
2021 ,Doetinchem,7078.0,,39718.0,
2021 ,Dongen,2913.0,,28677.0,
2021 ,Dordrecht,6393.0,,51547.0,
2021 ,Drechterland,3160.0,,25748.0,
2021 ,Drenthe (PV),76601.0,,897359.0,692.0
2021 ,Drimmelen,2712.0,,24759.0,
2021 ,Dronten,6532.0,,105506.0,
2021 ,Druten,2292.0,,48797.0,
2021 ,Duiven,2687.0,,21944.0,
2021 ,Echt-Susteren,4813.0,,33364.0,
2021 ,Edam-Volendam,3111.0,,16483.0,
2021 ,Ede,11726.0,,99149.0,
2021 ,Eemnes,1517.0,,12079.0,
2021 ,Eemsdelta,7783.0,,104182.0,
2021 ,Eersel,2725.0,,26065.0,
2021 ,Eijsden-Margraten,3996.0,,25905.0,
2021 ,Eindhoven,21448.0,,141105.0,
2021 ,Elburg,3055.0,,19038.0,
2021 ,Emmen,13679.0,,167430.0,
2021 ,Enkhuizen,1494.0,,8007.0,
2021 ,Enschede,11339.0,,96725.0,
2021 ,Epe,3314.0,,27754.0,
2021 ,Ermelo,3417.0,,26634.0,
2021 ,Etten-Leur,3741.0,,39217.0,
2021 ,Flevoland (PV),46201.0,,585708.0,436.0
2021 ,Fryslân (PV),92028.0,,865297.0,690.0
2021 ,Geertruidenberg,2072.0,,22436.0,
2021 ,Gelderland (PV),231904.0,,1885896.0,1411.0
2021 ,Geldrop-Mierlo,5043.0,,24369.0,
2021 ,Gemeenten; niet in te delen,426.0,,14389.0,12.0
2021 ,Gemert-Bakel,4377.0,,50439.0,
2021 ,Gennep,2303.0,,36743.0,
2021 ,Gilze en Rijen,2716.0,,25015.0,
2021 ,Goeree-Overflakkee,7438.0,,149436.0,
2021 ,Goes,5677.0,,36159.0,
2021 ,Goirle,2418.0,,18806.0,
2021 ,Gooise Meren,3405.0,,15087.0,
2021 ,Gorinchem,2822.0,,20184.0,
2021 ,Gouda,5532.0,,24293.0,
2021 ,Grave,1520.0,,8764.0,
2021 ,Groningen (PV),77736.0,,1156477.0,901.0
2021 ,Groningen (gemeente),23956.0,,146201.0,
2021 ,Gulpen-Wittem,1784.0,,10234.0,
2021 ,Haaksbergen,2902.0,,20289.0,
2021 ,Haarlem,9222.0,,38339.0,
2021 ,Haarlemmermeer,16066.0,,142255.0,
2021 ,Halderberge,3626.0,,41474.0,
2021 ,Hardenberg,7425.0,,94520.0,
2021 ,Harderwijk,4818.0,,27655.0,
2021 ,Hardinxveld-Giessendam,2568.0,,12472.0,
2021 ,Harlingen,3116.0,,20815.0,
2021 ,Hattem,1180.0,,5704.0,
2021 ,Heemskerk,4421.0,,17917.0,
2021 ,Heemstede,2108.0,,9281.0,
2021 ,Heerde,2158.0,,12215.0,
2021 ,Heerenveen,6735.0,,81391.0,
2021 ,Heerhugowaard,8617.0,,53541.0,
2021 ,Heerlen,7429.0,,47022.0,
2021 ,Heeze-Leende,2365.0,,21102.0,
2021 ,Heiloo,4228.0,,15257.0,
2021 ,Hellendoorn,4444.0,,33130.0,
2021 ,Hellevoetsluis,3598.0,,16382.0,
2021 ,Helmond,9732.0,,50045.0,
2021 ,Hendrik-Ido-Ambacht,2829.0,,10489.0,
2021 ,Hengelo (O.),7062.0,,50004.0,
2021 ,Het Hogeland,8476.0,,103540.0,
2021 ,Heumen,2585.0,,13095.0,
2021 ,Heusden,4878.0,,41223.0,
2021 ,Hillegom,2228.0,,15014.0,
2021 ,Hilvarenbeek,1854.0,,24746.0,
2021 ,Hilversum,5732.0,,22209.0,
2021 ,Hoeksche Waard,10523.0,,86342.0,
2021 ,Hof van Twente,4676.0,,75625.0,
2021 ,Hollands Kroon,6897.0,,102272.0,
2021 ,Hoogeveen,7835.0,,102922.0,
2021 ,Hoorn,7264.0,,31512.0,
2021 ,Horst aan de Maas,7130.0,,79754.0,
2021 ,Houten,5973.0,,62980.0,
2021 ,Huizen,4609.0,,16649.0,
2021 ,Hulst,4765.0,,25578.0,
2021 ,IJsselstein,2914.0,,15041.0,
2021 ,Kaag en Braassem,4016.0,,21006.0,
2021 ,Kampen,6181.0,,62859.0,
2021 ,Kapelle,2152.0,,14992.0,
2021 ,Katwijk,4857.0,,25916.0,
2021 ,Kerkrade,6193.0,,45228.0,
2021 ,Koggenland,3092.0,,24518.0,
2021 ,Krimpen aan den IJssel,2128.0,,9898.0,
2021 ,Krimpenerwaard,5112.0,,34769.0,
2021 ,Laarbeek,3080.0,,26660.0,
2021 ,Landerd,2132.0,,20351.0,
2021 ,Landgraaf,5205.0,,36831.0,
2021 ,Landsmeer,1195.0,,5478.0,
2021 ,Langedijk,4295.0,,25590.0,
2021 ,Lansingerland,7769.0,,75601.0,
2021 ,Laren (NH.),395.0,,2043.0,
2021 ,Leeuwarden,15464.0,,131111.0,
2021 ,Leiden,6659.0,,25985.0,
2021 ,Leiderdorp,2321.0,,8963.0,
2021 ,Leidschendam-Voorburg,3736.0,,15580.0,
2021 ,Lelystad,9974.0,,148804.0,
2021 ,Leudal,5611.0,,52823.0,
2021 ,Leusden,4023.0,,22815.0,
2021 ,Limburg (PV),145009.0,,1176294.0,912.0
2021 ,Lingewaard,6860.0,,54223.0,
2021 ,Lisse,3056.0,,11527.0,
2021 ,Lochem,4554.0,,58221.0,
2021 ,Loon op Zand,2356.0,,13672.0,
2021 ,Lopik,1664.0,,15015.0,
2021 ,Losser,3005.0,,48735.0,
2021 ,Maasdriel,3690.0,,27248.0,
2021 ,Maasgouw,4141.0,,20661.0,
2021 ,Maassluis,2163.0,,8824.0,
2021 ,Maastricht,8254.0,,59230.0,
2021 ,Medemblik,6715.0,,91327.0,
2021 ,Meerssen,2802.0,,13985.0,
2021 ,Meierijstad,12012.0,,131827.0,
2021 ,Meppel,4277.0,,21259.0,
2021 ,Middelburg (Z.),5881.0,,39181.0,
2021 ,Midden-Delfland,2419.0,,17967.0,
2021 ,Midden-Drenthe,6425.0,,78358.0,
2021 ,Midden-Groningen,10566.0,,280487.0,
2021 ,Mill en Sint Hubert,1441.0,,13125.0,
2021 ,Moerdijk,4459.0,,89769.0,
2021 ,Molenlanden,4428.0,,40722.0,
2021 ,Montferland,6130.0,,42708.0,
2021 ,Montfoort,1596.0,,18083.0,
2021 ,Mook en Middelaar,1221.0,,6033.0,
2021 ,Neder-Betuwe,2436.0,,27781.0,
2021 ,Nederland,1730285.0,,14822880.0,11304.0
2021 ,Nederweert,2806.0,,42816.0,
2021 ,Niet in te delen (LD),426.0,,14389.0,12.0
2021 ,Niet in te delen (PV),426.0,,14389.0,12.0
2021 ,Nieuwegein,5474.0,,51421.0,
2021 ,Nieuwkoop,3065.0,,20892.0,
2021 ,Nijkerk,5328.0,,41233.0,
2021 ,Nijmegen,15567.0,,70602.0,
2021 ,Nissewaard,7998.0,,29895.0,
2021 ,Noardeast-Fryslân,6641.0,,49472.0,
2021 ,Noord-Beveland,1424.0,,11665.0,
2021 ,Noord-Brabant (PV),276145.0,,2577937.0,1959.0
2021 ,Noord-Holland (PV),218003.0,,1440930.0,1114.0
2021 ,Noord-Nederland (LD),246365.0,,2919133.0,2283.0
2021 ,Noordenveld,5155.0,,29897.0,
2021 ,Noordoostpolder,6016.0,,141836.0,
2021 ,Noordwijk,4456.0,,26137.0,
2021 ,"Nuenen, Gerwen en Nederwetten",3267.0,,19785.0,
2021 ,Nunspeet,2497.0,,17387.0,
2021 ,Oegstgeest,2573.0,,11387.0,
2021 ,Oirschot,2224.0,,31297.0,
2021 ,Oisterwijk,3187.0,,28787.0,
2021 ,Oldambt,5897.0,,49519.0,
2021 ,Oldebroek,2765.0,,24712.0,
2021 ,Oldenzaal,3694.0,,34389.0,
2021 ,Olst-Wijhe,3180.0,,18484.0,
2021 ,Ommen,2507.0,,26804.0,
2021 ,Oost Gelre,3819.0,,35633.0,
2021 ,Oost-Nederland (LD),407109.0,,3740599.0,2778.0
2021 ,Oosterhout,5548.0,,44769.0,
2021 ,Ooststellingwerf,4938.0,,109815.0,
2021 ,Oostzaan,952.0,,6506.0,
2021 ,Opmeer,1641.0,,12104.0,
2021 ,Opsterland,3984.0,,45287.0,
2021 ,Oss,11482.0,,89990.0,
2021 ,Oude IJsselstreek,5334.0,,43890.0,
2021 ,Ouder-Amstel,1309.0,,7199.0,
2021 ,Oudewater,1118.0,,7980.0,
2021 ,Overbetuwe,5803.0,,48441.0,
2021 ,Overijssel (PV),129004.0,,1268994.0,931.0
2021 ,Papendrecht,2304.0,,11253.0,
2021 ,Peel en Maas,7583.0,,84264.0,
2021 ,Pekela,1375.0,,19963.0,
2021 ,Pijnacker-Nootdorp,6882.0,,38290.0,
2021 ,Purmerend,5280.0,,30494.0,
2021 ,Putten,2453.0,,21349.0,
2021 ,Raalte,6718.0,,52740.0,
2021 ,Reimerswaal,2950.0,,47405.0,
2021 ,Renkum,3064.0,,14060.0,
2021 ,Renswoude,610.0,,7393.0,
2021 ,Reusel-De Mierden,1737.0,,31146.0,
2021 ,Rheden,3360.0,,22259.0,
2021 ,Rhenen,2263.0,,13748.0,
2021 ,Ridderkerk,3646.0,,25364.0,
2021 ,Rijssen-Holten,4045.0,,55477.0,
2021 ,Rijswijk (ZH.),3865.0,,14083.0,
2021 ,Roerdalen,3549.0,,21017.0,
2021 ,Roermond,6740.0,,43848.0,
2021 ,Roosendaal,6929.0,,99943.0,
2021 ,Rotterdam,16672.0,,102091.0,
2021 ,Rozendaal,288.0,,1717.0,
2021 ,Rucphen,2369.0,,15015.0,
2021 ,Schagen,6153.0,,81077.0,
2021 ,Scherpenzeel,1090.0,,8034.0,
2021 ,Schiedam,2951.0,,15845.0,
2021 ,Schiermonnikoog,193.0,,2474.0,
2021 ,Schouwen-Duiveland,5531.0,,46069.0,
2021 ,Simpelveld,1335.0,,6563.0,
2021 ,Sint Anthonis,1584.0,,25864.0,
2021 ,Sint-Michielsgestel,4139.0,,25768.0,
2021 ,Sittard-Geleen,10848.0,,76546.0,
2021 ,Sliedrecht,1841.0,,13311.0,
2021 ,Sluis,3214.0,,20829.0,
2021 ,Smallingerland,7064.0,,54173.0,
2021 ,Soest,4532.0,,25123.0,
2021 ,Someren,3095.0,,60515.0,
2021 ,Son en Breugel,2563.0,,30122.0,
2021 ,Stadskanaal,3319.0,,141817.0,
2021 ,Staphorst,1820.0,,17136.0,
2021 ,Stede Broec,3041.0,,17830.0,
2021 ,Steenbergen,3139.0,,27627.0,
2021 ,Steenwijkerland,5159.0,,35938.0,
2021 ,Stein (L.),4344.0,,20591.0,
2021 ,Stichtse Vecht,5829.0,,27483.0,
2021 ,Súdwest-Fryslân,11944.0,,88091.0,
2021 ,Terneuzen,7231.0,,76976.0,
2021 ,Terschelling,535.0,,4437.0,
2021 ,Texel,2172.0,,16156.0,
2021 ,Teylingen,4502.0,,26680.0,
2021 ,Tholen,3502.0,,45911.0,
2021 ,Tiel,3640.0,,29154.0,
2021 ,Tilburg,17576.0,,136306.0,
2021 ,Tubbergen,2489.0,,27436.0,
2021 ,Twenterand,3530.0,,54948.0,
2021 ,Tynaarlo,6032.0,,74263.0,
2021 ,Tytsjerksteradiel,5029.0,,41721.0,
2021 ,Uden,6974.0,,59657.0,
2021 ,Uitgeest,2327.0,,9127.0,
2021 ,Uithoorn,3286.0,,22881.0,
2021 ,Urk,1731.0,,12461.0,
2021 ,Utrecht (PV),132865.0,,781852.0,597.0
2021 ,Utrecht (gemeente),25451.0,,128928.0,
2021 ,Utrechtse Heuvelrug,5992.0,,28576.0,
2021 ,Vaals,1114.0,,4283.0,
2021 ,Valkenburg aan de Geul,1838.0,,10450.0,
2021 ,Valkenswaard,4304.0,,26683.0,
2021 ,Veendam,4194.0,,51816.0,
2021 ,Veenendaal,7380.0,,38059.0,
2021 ,Veere,3977.0,,25551.0,
2021 ,Veldhoven,5710.0,,37255.0,
2021 ,Velsen,4390.0,,24003.0,
2021 ,Venlo,13511.0,,146172.0,
2021 ,Venray,7270.0,,91638.0,
2021 ,Vijfheerenlanden,7235.0,,46409.0,
2021 ,Vlaardingen,3587.0,,15813.0,
2021 ,Vlieland,221.0,,2228.0,
2021 ,Vlissingen,6425.0,,47309.0,
2021 ,Voerendaal,1759.0,,8361.0,
2021 ,Voorschoten,1887.0,,7742.0,
2021 ,Voorst,2910.0,,86000.0,
2021 ,Vught,2903.0,,17019.0,
2021 ,Waadhoeke,6237.0,,58380.0,
2021 ,Waalre,2275.0,,13200.0,
2021 ,Waalwijk,3993.0,,56007.0,
2021 ,Waddinxveen,2975.0,,26486.0,
2021 ,Wageningen,4031.0,,27454.0,
2021 ,Wassenaar,1586.0,,6824.0,
2021 ,Waterland,1652.0,,7510.0,
2021 ,Weert,6753.0,,68255.0,
2021 ,Weesp,1752.0,,9597.0,
2021 ,West Betuwe,6759.0,,76253.0,
2021 ,West Maas en Waal,3502.0,,31949.0,
2021 ,West-Nederland (LD),655231.0,,4394528.0,3362.0
2021 ,Westerkwartier,9390.0,,110278.0,
2021 ,Westerveld,3813.0,,20209.0,
2021 ,Westervoort,1541.0,,7357.0,
2021 ,Westerwolde,2780.0,,148673.0,
2021 ,Westland,10214.0,,82431.0,
2021 ,Weststellingwerf,4647.0,,46800.0,
2021 ,Westvoorne,2021.0,,12543.0,
2021 ,Wierden,3104.0,,34108.0,
2021 ,Wijchen,5085.0,,37499.0,
2021 ,Wijdemeren,2292.0,,21690.0,
2021 ,Wijk bij Duurstede,2877.0,,15024.0,
2021 ,Winterswijk,3630.0,,25568.0,
2021 ,Woensdrecht,2382.0,,20634.0,
2021 ,Woerden,5816.0,,37057.0,
2021 ,Wormerland,2080.0,,10348.0,
2021 ,Woudenberg,1841.0,,11541.0,
2021 ,Zaanstad,10288.0,,61482.0,
2021 ,Zaltbommel,3882.0,,39511.0,
2021 ,Zandvoort,650.0,,2534.0,
2021 ,Zeeland (PV),56569.0,,543027.0,434.0
2021 ,Zeewolde,3245.0,,52963.0,
2021 ,Zeist,5040.0,,23513.0,
2021 ,Zevenaar,5424.0,,38730.0,
2021 ,Zoetermeer,9732.0,,43318.0,
2021 ,Zoeterwoude,1261.0,,14270.0,
2021 ,Zuid-Holland (PV),247794.0,,1628720.0,1217.0
2021 ,Zuid-Nederland (LD),421154.0,,3754231.0,2870.0
2021 ,Zuidplas,4861.0,,43261.0,
2021 ,Zundert,2447.0,,21447.0,
2021 ,Zutphen,4752.0,,42827.0,
2021 ,Zwartewaterland,2166.0,,24937.0,
2021 ,Zwijndrecht,3286.0,,83470.0,
2021 ,Zwolle,16202.0,,156364.0,
2022,'s-Gravenhage (gemeente),26292.0,103391.0,112311.0,
2022,'s-Hertogenbosch,19234.0,120106.0,133749.0,
2022,Aa en Hunze,5360.0,37043.0,38849.0,
2022,Aalsmeer,4196.0,37101.0,43073.0,
2022,Aalten,4169.0,37741.0,43101.0,
2022,Achtkarspelen,4119.0,36156.0,40771.0,
2022,Alblasserdam,1969.0,15852.0,18128.0,
2022,Albrandswaard,3483.0,18372.0,21659.0,
2022,Alkmaar,14650.0,71081.0,76531.0,
2022,Almelo,8701.0,96653.0,114137.0,
2022,Almere,25261.0,147976.0,156931.0,
2022,Alphen aan den Rijn,16068.0,82809.0,90506.0,
2022,Alphen-Chaam,1509.0,16198.0,18123.0,
2022,Altena,7818.0,62757.0,70778.0,
2022,Ameland,743.0,10021.0,10255.0,
2022,Amersfoort,23372.0,102709.0,116225.0,
2022,Amstelveen,7419.0,35962.0,38488.0,
2022,Amsterdam,33257.0,187150.0,208180.0,
2022,Apeldoorn,24583.0,148187.0,169504.0,
2022,Arnhem,14490.0,85915.0,91966.0,
2022,Assen,11992.0,61462.0,66953.0,
2022,Asten,2865.0,35212.0,38552.0,
2022,Baarle-Nassau,916.0,15655.0,17820.0,
2022,Baarn,3108.0,12130.0,12923.0,
2022,Barendrecht,6753.0,37346.0,42472.0,
2022,Barneveld,8841.0,87884.0,98436.0,
2022,Beek (L.),3032.0,15874.0,16834.0,
2022,Beekdaelen,6719.0,37835.0,40746.0,
2022,Beesel,2434.0,14863.0,16362.0,
2022,Berg en Dal,5123.0,26606.0,28640.0,
2022,Bergeijk,3192.0,31957.0,35138.0,
2022,Bergen (L.),2281.0,16580.0,18121.0,
2022,Bergen (NH.),6271.0,27752.0,29444.0,
2022,Bergen op Zoom,9675.0,49490.0,55103.0,
2022,Berkelland,7018.0,72731.0,84202.0,
2022,Bernheze,5580.0,52028.0,58135.0,
2022,Best,5363.0,39986.0,45759.0,
2022,Beuningen,4073.0,30070.0,32604.0,
2022,Beverwijk,4586.0,18108.0,19240.0,
2022,Bladel,3419.0,36347.0,42891.0,
2022,Blaricum,1414.0,5790.0,6244.0,
2022,Bloemendaal,2040.0,9273.0,10230.0,
2022,Bodegraven-Reeuwijk,6117.0,35471.0,38825.0,
2022,Boekel,1949.0,29198.0,35884.0,
2022,Borger-Odoorn,5277.0,303976.0,326244.0,
2022,Borne,4082.0,20366.0,21657.0,
2022,Borsele,5527.0,94981.0,120088.0,
2022,Boxtel,5075.0,32694.0,35275.0,
2022,Breda,15876.0,120875.0,143150.0,
2022,Brielle,2366.0,12758.0,13782.0,
2022,Bronckhorst,6007.0,48857.0,53988.0,
2022,Brummen,4140.0,31670.0,35152.0,
2022,Brunssum,3636.0,15758.0,16400.0,
2022,Bunnik,3024.0,16753.0,18173.0,
2022,Bunschoten,3067.0,25937.0,31165.0,
2022,Buren,4468.0,36532.0,40137.0,
2022,Capelle aan den IJssel,4726.0,20611.0,22659.0,
2022,Castricum,7393.0,25408.0,26504.0,
2022,Coevorden,7255.0,140160.0,160275.0,
2022,Cranendonck,3793.0,63696.0,77678.0,
2022,Culemborg,4669.0,22912.0,25127.0,
2022,Dalfsen,6185.0,44018.0,48432.0,
2022,Dantumadiel,4299.0,20058.0,21733.0,
2022,De Bilt,4443.0,22160.0,23929.0,
2022,De Fryske Marren,10545.0,77130.0,83798.0,
2022,De Ronde Venen,7890.0,33943.0,36430.0,
2022,De Wolden,5256.0,31876.0,34633.0,
2022,Delft,7818.0,30812.0,32862.0,
2022,Den Helder,9707.0,61616.0,73241.0,
2022,Deurne,5242.0,56302.0,63147.0,
2022,Deventer,11909.0,80917.0,93393.0,
2022,Diemen,2938.0,12198.0,12578.0,
2022,Dijk en Waard,16920.0,91713.0,100609.0,
2022,Dinkelland,4598.0,44753.0,49398.0,
2022,Doesburg,1468.0,7286.0,7649.0,
2022,Doetinchem,9521.0,50119.0,53152.0,
2022,Dongen,3679.0,28536.0,34373.0,
2022,Dordrecht,9686.0,61017.0,69994.0,
2022,Drechterland,4047.0,29783.0,32318.0,
2022,Drenthe (PV),93881.0,1223811.0,1373921.0,1072.0
2022,Drimmelen,3713.0,31335.0,37038.0,
2022,Dronten,8054.0,246969.0,265461.0,
2022,Druten,3060.0,39880.0,53289.0,
2022,Duiven,3574.0,26749.0,29894.0,
2022,Echt-Susteren,6019.0,38321.0,41541.0,
2022,Edam-Volendam,4540.0,21635.0,23305.0,
2022,Ede,15286.0,118118.0,129428.0,
2022,Eemnes,1897.0,12875.0,14361.0,
2022,Eemsdelta,9517.0,100934.0,119798.0,
2022,Eersel,3378.0,28085.0,30314.0,
2022,Eijsden-Margraten,4860.0,29426.0,32251.0,
2022,Eindhoven,27318.0,157008.0,174842.0,
2022,Elburg,3923.0,22379.0,23470.0,
2022,Emmen,17725.0,173164.0,198175.0,
2022,Enkhuizen,1949.0,11383.0,12344.0,
2022,Enschede,15026.0,115971.0,124176.0,
2022,Epe,4380.0,30548.0,33681.0,
2022,Ermelo,4173.0,30713.0,35340.0,
2022,Etten-Leur,5157.0,43057.0,50179.0,
2022,Flevoland (PV),61319.0,822438.0,893172.0,654.0
2022,Fryslân (PV),117815.0,955883.0,1040289.0,917.0
2022,Geertruidenberg,2679.0,27375.0,30869.0,
2022,Gelderland (PV),304474.0,2242512.0,2492612.0,2157.0
2022,Geldrop-Mierlo,6200.0,28938.0,30607.0,
2022,Gemeenten; niet in te delen,509.0,14768.0,17208.0,16.0
2022,Gemert-Bakel,5411.0,55052.0,61980.0,
2022,Gennep,2942.0,34223.0,40896.0,
2022,Gilze en Rijen,3452.0,27661.0,30604.0,
2022,Goeree-Overflakkee,10595.0,146265.0,168189.0,
2022,Goes,8276.0,44845.0,49508.0,
2022,Goirle,3167.0,22265.0,24447.0,
2022,Gooise Meren,4838.0,20353.0,21745.0,
2022,Gorinchem,4319.0,24227.0,26200.0,
2022,Gouda,7877.0,31134.0,33540.0,
2022,Groningen (PV),98213.0,1155914.0,1334696.0,1182.0
2022,Groningen (gemeente),29704.0,154923.0,168271.0,
2022,Gulpen-Wittem,2177.0,12374.0,13079.0,
2022,Haaksbergen,3808.0,27042.0,29269.0,
2022,Haarlem,12227.0,47249.0,49971.0,
2022,Haarlemmermeer,21531.0,154629.0,170310.0,
2022,Halderberge,4653.0,44244.0,52841.0,
2022,Hardenberg,9789.0,120390.0,140404.0,
2022,Harderwijk,6345.0,38623.0,41259.0,
2022,Hardinxveld-Giessendam,3301.0,16056.0,18189.0,
2022,Harlingen,3826.0,21249.0,23031.0,
2022,Hattem,1611.0,7681.0,8248.0,
2022,Heemskerk,5474.0,21669.0,22754.0,
2022,Heemstede,3075.0,11572.0,12711.0,
2022,Heerde,2788.0,15809.0,17027.0,
2022,Heerenveen,8422.0,86167.0,98267.0,
2022,Heerlen,9091.0,53059.0,57072.0,
2022,Heeze-Leende,3159.0,25324.0,28331.0,
2022,Heiloo,5100.0,18340.0,19130.0,
2022,Hellendoorn,5826.0,40594.0,43715.0,
2022,Hellevoetsluis,5199.0,22336.0,23968.0,
2022,Helmond,12468.0,60688.0,67245.0,
2022,Hendrik-Ido-Ambacht,4449.0,16185.0,17606.0,
2022,Hengelo (O.),9795.0,61697.0,66325.0,
2022,Het Hogeland,10360.0,106061.0,124674.0,
2022,Heumen,3170.0,15675.0,16544.0,
2022,Heusden,6372.0,51576.0,59530.0,
2022,Hillegom,2963.0,17375.0,18314.0,
2022,Hilvarenbeek,2377.0,29622.0,34691.0,
2022,Hilversum,7709.0,29645.0,31153.0,
2022,Hoeksche Waard,14809.0,97450.0,110926.0,
2022,Hof van Twente,6066.0,76873.0,91177.0,
2022,Hollands Kroon,8919.0,157249.0,169951.0,
2022,Hoogeveen,9600.0,209693.0,240019.0,
2022,Hoorn,9750.0,41060.0,43786.0,
2022,Horst aan de Maas,8978.0,93364.0,105586.0,
2022,Houten,7802.0,59789.0,73448.0,
2022,Huizen,5888.0,20965.0,21791.0,
2022,Hulst,6892.0,33288.0,36707.0,
2022,IJsselstein,4204.0,18672.0,20441.0,
2022,Kaag en Braassem,5318.0,26921.0,28666.0,
2022,Kampen,7774.0,67548.0,73488.0,
2022,Kapelle,3104.0,17887.0,19616.0,
2022,Katwijk,6911.0,32400.0,35084.0,
2022,Kerkrade,7321.0,43681.0,51285.0,
2022,Koggenland,4086.0,29262.0,31868.0,
2022,Krimpen aan den IJssel,3205.0,13599.0,14504.0,
2022,Krimpenerwaard,8279.0,44318.0,49686.0,
2022,Laarbeek,4025.0,44407.0,51349.0,
2022,Land van Cuijk,15200.0,146266.0,162942.0,
2022,Landgraaf,6295.0,39186.0,42841.0,
2022,Landsmeer,1501.0,6851.0,7181.0,
2022,Lansingerland,11228.0,88224.0,103994.0,
2022,Laren (NH.),662.0,3250.0,3451.0,
2022,Leeuwarden,18852.0,141352.0,150014.0,
2022,Leiden,8745.0,32523.0,34312.0,
2022,Leiderdorp,2909.0,11100.0,11640.0,
2022,Leidschendam-Voorburg,5252.0,20090.0,21468.0,
2022,Lelystad,12755.0,196286.0,219083.0,
2022,Leudal,6959.0,59964.0,66366.0,
2022,Leusden,5602.0,28086.0,31260.0,
2022,Limburg (PV),180796.0,1318279.0,1485089.0,1289.0
2022,Lingewaard,9130.0,60789.0,67145.0,
2022,Lisse,3927.0,15269.0,16315.0,
2022,Lochem,5723.0,87841.0,101097.0,
2022,Loon op Zand,3087.0,19647.0,23607.0,
2022,Lopik,2246.0,18033.0,19555.0,
2022,Losser,3851.0,46868.0,54356.0,
2022,Maasdriel,4962.0,32747.0,35141.0,
